0.000000	0.000000
0.100000	0.086387
0.200000	0.168886
0.300000	0.247498
0.400000	0.322223
0.500000	0.393061
0.600000	0.460011
0.700000	0.523074
0.800000	0.582249
0.900000	0.637537
1.000000	0.688938
1.100000	0.732655
1.200000	0.764893
1.300000	0.785651
1.400000	0.794928
1.500000	0.792727
1.600000	0.779045
1.700000	0.753883
1.800000	0.717242
1.900000	0.669121
2.000000	0.609520
2.100000	0.545393
2.200000	0.483692
2.300000	0.424418
2.400000	0.367571
2.500000	0.313150
2.600000	0.261157
2.700000	0.211589
2.800000	0.164449
2.900000	0.119735
3.000000	0.077448
3.100000	0.036307
3.200000	-0.004970
3.300000	-0.046382
3.400000	-0.087929
3.500000	-0.129611
3.600000	-0.171429
3.700000	-0.213382
3.800000	-0.255471
3.900000	-0.297694
4.000000	-0.340053
4.100000	-0.378364
4.200000	-0.408445
4.300000	-0.430294
4.400000	-0.443912
4.500000	-0.449299
4.600000	-0.446455
4.700000	-0.435380
4.800000	-0.416074
4.900000	-0.388537
5.000000	-0.352769
5.100000	-0.314187
5.200000	-0.278210
5.300000	-0.244838
5.400000	-0.214070
5.500000	-0.185907
5.600000	-0.160348
5.700000	-0.137394
5.800000	-0.117044
5.900000	-0.099299
6.000000	-0.084158
6.100000	-0.069242
6.200000	-0.052170
6.300000	-0.032942
6.400000	-0.011559
6.500000	0.011980
6.600000	0.037675
6.700000	0.065525
6.800000	0.095531
6.900000	0.127693
7.000000	0.162011
7.100000	0.194244
7.200000	0.220153
7.300000	0.239738
7.400000	0.252998
7.500000	0.259934
7.600000	0.260545
7.700000	0.254832
7.800000	0.242795
7.900000	0.224434
8.000000	0.199748
8.100000	0.173369
8.200000	0.149926
8.300000	0.129421
8.400000	0.111853
8.500000	0.097222
8.600000	0.085528
8.700000	0.076771
8.800000	0.070951
8.900000	0.068068
9.000000	0.068123
9.100000	0.068076
9.200000	0.064890
9.300000	0.058564
9.400000	0.049098
9.500000	0.036493
9.600000	0.020749
9.700000	0.001864
9.800000	-0.020159
9.900000	-0.045322
10.000000	-0.073625
10.100000	-0.100882
10.200000	-0.122908
10.300000	-0.139703
10.400000	-0.151268
10.500000	-0.157601
10.600000	-0.158703
10.700000	-0.154574
10.800000	-0.145214
10.900000	-0.130624
11.000000	-0.110802
11.100000	-0.089987
11.200000	-0.072418
11.300000	-0.058093
11.400000	-0.047013
11.500000	-0.039178
11.600000	-0.034588
11.700000	-0.033243
11.800000	-0.035142
11.900000	-0.040287
12.000000	-0.048677
12.100000	-0.056889
12.200000	-0.061501
12.300000	-0.062513
12.400000	-0.059924
12.500000	-0.053736
12.600000	-0.043948
12.700000	-0.030559
12.800000	-0.013570
12.900000	0.007018
13.000000	0.031207
13.100000	0.054888
13.200000	0.073951
13.300000	0.088397
13.400000	0.098226
13.500000	0.103438
13.600000	0.104032
13.700000	0.100010
13.800000	0.091370
13.900000	0.078113
14.000000	0.060239
14.100000	0.041796
14.200000	0.026832
14.300000	0.015348
14.400000	0.007343
14.500000	0.002817
14.600000	0.001770
14.700000	0.004203
14.800000	0.010114
14.900000	0.019506
15.000000	0.032376
15.100000	0.045084
15.200000	0.053988
15.300000	0.059087
15.400000	0.060382
15.500000	0.057873
15.600000	0.051560
15.700000	0.041442
15.800000	0.027521
15.900000	0.009795
16.000000	-0.011736
16.100000	-0.033028
16.200000	-0.050041
16.300000	-0.062775
16.400000	-0.071229
16.500000	-0.075404
16.600000	-0.075299
16.700000	-0.070915
16.800000	-0.062251
16.900000	-0.049308
17.000000	-0.032085
17.100000	-0.014543
17.200000	-0.000642
17.300000	0.009617
17.400000	0.016235
17.500000	0.019212
17.600000	0.018548
17.700000	0.014243
17.800000	0.006297
17.900000	-0.005291
18.000000	-0.020520
18.100000	-0.035626
18.200000	-0.046844
18.300000	-0.054175
18.400000	-0.057619
18.500000	-0.057175
18.600000	-0.052844
18.700000	-0.044626
18.800000	-0.032520
18.900000	-0.016527
19.000000	0.003353
